Claim_ID,Initial_Reserve_Amount,Primary_Cause_of_Accident,Claimant_Age,Initial_Class_of_Claim,Repairable_Flag,Total_Loss_Flag,Claimant_State,Minor_Involved,Days_to_Int_Reserve_since_FNOL,Primary_Accident_Description,Initial_Attorney_Involvement,Total_People_Involved,Non_Drivable_Flag,Number_of_Injuries,Rate_Class,Hospital_Visit,Vehicle_Type,Pedestrian_Involvement,Combined_BI_Limits,Performance_Vehicle,Claimant_Injuries,claim_cost
CLM002001,3420,2,25,1,0,0,4,0,27,0,0,2,0,4,0,0,2,0,50000,0,3.0,136639.7
CLM002002,26158,1,31,0,1,0,2,0,13,1,1,4,0,0,1,0,0,0,100000,0,,17074.6
CLM002003,49270,0,73,2,1,0,1,0,14,1,1,4,1,1,0,0,2,0,50000,0,3.0,233859.3
CLM002004,14525,1,20,1,1,0,2,0,17,2,0,2,0,0,0,0,1,0,50000,0,3.0,38589.4
CLM002009,16809,1,25,0,0,0,1,0,13,1,0,1,0,1,1,0,3,0,50000,0,2.0,23246.6
CLM002010,46786,2,68,1,0,0,1,0,17,2,0,3,1,0,1,0,1,0,100000,0,3.0,29335.4
CLM002014,47304,2,43,0,0,0,2,0,6,0,0,3,1,2,1,0,3,0,100000,0,2.0,58552.2
CLM002015,49810,2,35,2,0,0,3,0,13,0,0,2,1,3,1,0,1,0,25000,0,2.0,28148.6
CLM002021,26463,1,55,2,1,0,2,0,24,1,0,4,1,3,0,0,3,0,100000,0,1.0,5863.4
CLM002022,36721,0,65,0,1,0,4,0,15,1,1,1,0,2,0,0,3,0,50000,0,2.0,151332.5
CLM002023,39943,0,33,1,0,0,0,0,6,1,1,1,0,1,2,0,1,0,50000,0,1.0,71822.2
CLM002026,49189,0,77,1,1,0,0,0,11,0,0,4,1,2,1,0,1,0,50000,0,1.0,13956.9
CLM002027,15782,2,50,0,0,0,1,0,22,0,1,3,0,1,0,0,3,0,25000,0,1.0,160393.8
CLM002028,5203,2,73,0,1,0,2,0,7,1,0,1,1,4,1,0,2,0,100000,0,2.0,42067.5
CLM002034,12503,3,21,0,1,0,0,0,8,0,0,3,0,4,1,0,0,0,25000,0,2.0,48716.9
CLM002037,26517,2,57,1,1,0,1,0,27,1,0,4,0,3,0,0,3,0,50000,0,3.0,30874.0
CLM002044,42729,2,39,0,1,0,3,0,15,2,1,3,1,4,1,0,3,0,50000,0,2.0,183181.9
CLM002047,33797,0,60,0,1,0,2,0,12,0,1,1,1,4,0,0,2,0,25000,0,,76353.3
CLM002050,20475,0,47,0,1,0,4,0,29,2,0,4,1,0,1,0,3,0,100000,0,3.0,208421.1
CLM002054,47178,1,77,0,1,0,1,0,21,2,0,4,0,3,0,0,3,0,25000,0,2.0,67861.6
CLM002055,12061,2,27,0,1,0,0,0,18,0,0,2,1,3,1,0,2,0,50000,0,2.0,69611.5
CLM002057,1025,1,46,1,1,0,1,0,18,2,0,3,0,0,2,0,2,0,50000,0,3.0,10531.4
CLM002061,27416,1,69,0,1,0,4,0,5,0,0,1,1,0,2,0,1,0,100000,0,2.0,53832.2
CLM002063,5148,1,56,0,1,0,1,0,9,2,1,2,1,3,1,0,0,0,50000,0,2.0,45713.2
CLM002068,33281,2,71,2,0,0,2,0,3,2,0,1,0,4,0,0,2,0,50000,0,,16294.8
CLM002069,5099,3,43,0,1,0,0,0,27,0,1,1,1,3,0,0,1,0,100000,0,2.0,308579.8
CLM002070,35546,1,26,0,1,0,1,0,6,0,0,2,1,2,1,0,2,0,50000,0,2.0,58142.2
CLM002072,36423,1,73,1,1,0,1,0,16,0,0,3,0,3,0,0,1,0,100000,0,1.0,12711.7
CLM002077,27116,0,71,2,1,0,3,0,16,0,1,4,1,0,0,0,0,0,50000,0,1.0,135142.0
CLM002080,14260,2,18,2,1,0,4,0,9,1,1,1,1,2,0,0,0,0,25000,0,,17068.7
CLM002086,39698,3,25,0,1,0,2,0,10,2,0,3,1,1,2,0,3,0,25000,0,2.0,53959.3
CLM002089,17153,0,49,0,1,0,1,0,28,0,0,4,0,1,1,0,1,0,50000,0,1.0,29215.2
CLM002092,11583,3,53,1,0,0,3,0,19,0,0,1,0,4,1,0,3,0,25000,0,2.0,20496.0
CLM002093,46417,1,60,2,1,0,2,0,11,2,0,4,0,3,0,0,1,0,25000,0,2.0,4952.7
CLM002097,48903,3,27,2,1,0,0,0,15,0,0,3,0,4,0,0,3,0,25000,0,,10889.7
CLM002099,14494,1,42,0,1,0,0,0,17,2,1,4,0,1,0,0,0,0,25000,0,2.0,160843.6
CLM002114,26655,3,66,2,1,0,3,0,3,2,1,2,1,2,0,0,3,0,100000,0,3.0,127021.8
CLM002116,18274,1,38,2,1,0,1,0,21,2,0,2,1,1,1,0,1,0,50000,0,2.0,26958.7
CLM002118,18809,2,67,2,1,0,1,0,24,1,0,3,0,1,1,0,2,0,50000,0,1.0,7864.7
CLM002124,1468,2,61,0,1,0,2,0,24,1,0,3,0,4,1,0,1,0,50000,0,3.0,46915.9
CLM002126,26392,1,72,2,1,0,1,0,14,1,0,1,1,4,2,0,2,0,50000,0,3.0,23404.9
CLM002127,26119,2,73,2,0,0,0,0,25,1,0,4,0,0,2,0,3,0,100000,0,1.0,14121.2
CLM002129,27920,1,50,2,0,0,4,0,7,0,0,2,0,4,1,0,1,0,100000,0,3.0,24203.6
CLM002130,15860,1,69,0,1,0,4,0,9,1,0,4,1,2,2,0,2,0,25000,0,,16341.5
CLM002135,28904,2,68,1,1,0,3,0,16,0,0,3,0,1,2,0,1,0,50000,0,2.0,6322.0
CLM002137,40248,1,62,0,1,0,1,0,22,1,0,4,0,1,0,0,3,0,50000,0,1.0,27404.5
CLM002142,41735,1,51,0,0,0,0,0,9,2,1,4,0,1,2,0,0,0,100000,0,1.0,73416.3
CLM002145,38638,3,63,0,0,0,1,0,26,0,0,2,1,0,2,0,1,0,25000,0,,21262.5
CLM002148,45772,1,78,2,1,0,2,0,27,0,0,4,1,1,2,0,3,0,50000,0,2.0,17999.3
CLM002165,17775,0,55,2,1,0,1,0,22,0,1,2,1,1,0,0,0,0,100000,0,1.0,75961.0
CLM002167,10725,3,54,1,1,0,3,0,22,1,0,3,1,4,1,0,1,0,25000,0,2.0,20262.6
CLM002169,42474,1,79,1,1,0,4,0,17,1,0,1,0,2,1,0,3,0,50000,0,1.0,3180.3
CLM002176,48820,1,25,0,1,0,4,0,29,0,0,2,1,4,1,0,3,0,100000,0,2.0,80986.2
CLM002186,31963,1,32,1,0,0,0,0,23,2,1,1,0,2,1,0,3,0,25000,0,1.0,14537.0
CLM002187,45412,0,62,1,1,0,2,0,12,1,1,2,1,4,2,0,3,0,25000,0,1.0,25524.7
CLM002190,37708,1,34,0,0,0,4,0,3,1,1,1,0,3,2,0,0,0,25000,0,1.0,34313.8
CLM002192,36340,2,39,1,1,0,4,0,26,1,0,4,1,4,0,0,0,0,25000,0,2.0,37865.5
CLM002197,20008,1,63,0,1,0,2,0,2,0,0,4,1,3,1,0,0,0,25000,0,1.0,11815.7
CLM002198,42787,0,32,1,0,0,0,0,5,2,0,3,0,2,1,0,3,0,25000,0,,29567.8
CLM002199,13880,3,77,2,1,0,4,0,21,2,1,4,0,2,0,0,3,0,25000,0,1.0,16575.1
CLM002203,36559,0,45,2,1,0,2,0,13,2,1,1,0,2,2,0,1,0,100000,0,2.0,22355.7
CLM002208,6204,1,26,0,1,0,2,0,17,1,1,3,1,2,0,0,1,0,50000,0,1.0,60899.0
CLM002209,8348,1,51,1,0,0,0,0,22,0,0,1,0,4,0,0,2,0,50000,0,1.0,13681.6
CLM002212,7424,1,32,0,1,0,2,0,8,0,1,4,0,0,2,0,0,0,100000,0,2.0,25445.3
CLM002216,40382,0,25,0,1,0,1,0,22,0,0,4,0,1,0,0,1,0,25000,0,2.0,127352.0
CLM002218,49008,0,45,2,1,0,3,0,5,2,1,1,0,1,1,0,0,0,25000,0,,25956.0
CLM002219,36441,1,68,2,1,0,3,0,9,1,1,1,1,4,1,0,0,0,50000,0,3.0,96983.6
CLM002220,29665,1,36,2,1,0,0,0,28,1,0,3,0,3,1,0,3,0,50000,0,,3893.4
CLM002225,8261,1,25,1,1,0,4,0,3,0,0,3,0,4,0,0,1,0,25000,0,1.0,10217.3
CLM002226,31616,0,50,0,1,0,3,0,4,1,1,4,0,2,2,0,0,0,50000,0,1.0,32191.7
CLM002228,48906,1,79,2,1,0,0,0,28,2,0,1,0,3,1,0,0,0,50000,0,1.0,4396.2
CLM002230,18272,3,52,0,0,0,0,0,7,2,0,4,1,2,2,0,3,0,100000,0,,36159.7
CLM002235,42281,1,57,0,1,0,0,0,13,2,1,2,1,4,0,0,0,0,100000,0,1.0,122344.3
CLM002237,4226,1,76,0,1,0,1,0,25,1,0,1,1,3,0,0,3,0,50000,0,2.0,67669.0
CLM002242,9608,3,31,0,1,0,0,0,27,0,0,4,1,1,2,0,2,0,25000,0,2.0,95058.1
CLM002243,12678,2,24,1,1,0,1,0,27,1,0,4,0,3,0,0,1,0,25000,0,3.0,30318.7
CLM002246,38860,3,48,0,0,0,1,0,21,2,1,3,0,4,1,0,1,0,25000,0,1.0,71934.8
CLM002247,18324,0,46,0,1,0,3,0,2,2,0,4,0,4,0,0,3,0,50000,0,,54849.6
CLM002248,45860,1,59,2,1,0,0,0,5,2,0,4,0,3,2,0,3,0,25000,0,1.0,3814.5
CLM002250,28644,1,34,1,0,0,0,0,1,1,0,1,0,4,1,0,0,0,50000,0,3.0,54977.8
CLM002251,31510,1,76,0,0,0,2,0,27,0,0,3,1,1,1,0,2,0,50000,0,3.0,109523.2
CLM002253,14937,0,46,0,0,0,0,0,15,2,0,1,0,1,2,0,0,0,100000,0,1.0,42776.8
CLM002254,44798,2,66,0,1,0,3,0,15,1,0,4,1,4,0,0,2,0,25000,0,1.0,83309.1
CLM002256,11707,0,32,2,1,0,1,0,16,2,0,3,1,0,1,0,2,0,50000,0,1.0,11479.1
CLM002257,26037,0,43,1,1,0,3,0,13,2,0,3,1,2,1,0,2,0,100000,0,2.0,49769.3
CLM002261,23112,2,58,1,1,0,0,0,21,0,0,2,0,1,0,0,0,0,25000,0,2.0,25626.2
CLM002264,36131,3,61,2,1,0,0,0,5,0,0,4,0,0,0,0,3,0,25000,0,2.0,50534.5
CLM002265,43961,0,65,0,1,0,4,0,3,0,1,3,1,1,2,0,1,0,25000,0,1.0,56698.6
CLM002267,31848,0,74,1,0,0,3,0,11,1,1,1,1,2,1,0,3,0,25000,0,3.0,282384.7
CLM002274,28098,1,34,1,1,0,1,0,13,0,0,2,0,2,1,0,1,0,50000,0,2.0,10790.9
CLM002276,47319,2,27,1,1,0,2,0,9,2,1,2,0,1,2,0,1,0,50000,0,1.0,12467.2
CLM002280,27466,0,41,2,1,0,3,0,12,0,0,1,0,2,1,0,0,0,100000,0,2.0,22278.0
CLM002281,16673,2,52,1,0,0,0,0,15,1,1,4,0,1,0,0,0,0,100000,0,3.0,86912.0
CLM002286,33674,0,58,2,1,0,1,0,27,0,0,1,0,1,0,0,2,0,25000,0,1.0,30869.2
CLM002288,4931,1,19,1,1,0,3,0,23,2,0,3,0,4,1,0,3,0,100000,0,,7520.6
CLM002294,45314,1,38,0,1,0,4,0,6,0,0,1,0,3,0,0,0,0,100000,0,2.0,21178.6
CLM002298,38150,3,44,2,0,0,4,0,3,2,1,4,1,4,0,0,3,0,25000,0,2.0,34028.4
CLM002301,6512,3,23,2,0,0,2,0,17,0,1,2,1,4,2,0,3,0,25000,0,,34672.3
CLM002302,7651,2,63,1,1,0,1,0,13,0,1,1,0,3,0,0,0,0,100000,0,1.0,25715.4
CLM002303,28711,2,78,2,1,0,0,0,2,0,0,2,0,3,1,0,2,0,50000,0,1.0,4996.3
CLM002307,7394,0,34,0,1,0,0,0,5,0,0,4,0,1,2,0,1,0,50000,0,2.0,125635.3
CLM002309,31510,2,59,0,1,0,0,0,6,0,0,1,0,1,1,0,1,0,25000,0,2.0,52447.9
CLM002310,49757,3,47,2,1,0,0,0,18,0,0,1,0,1,0,0,0,0,100000,0,2.0,31314.0
CLM002311,43141,0,25,2,1,0,0,0,21,0,0,3,1,2,0,0,1,0,25000,0,2.0,44906.1
CLM002313,45476,0,63,1,0,0,1,0,13,0,0,4,0,1,1,0,0,0,25000,0,1.0,7501.9
CLM002315,23671,1,23,1,1,0,1,0,20,0,0,3,0,0,2,0,0,0,50000,0,2.0,4742.2
CLM002316,35405,1,21,0,0,0,4,0,29,1,0,3,1,3,0,0,2,0,100000,0,3.0,608477.1
CLM002317,21329,3,18,1,1,0,4,0,12,1,0,4,1,3,0,0,1,0,50000,0,2.0,17576.9
CLM002319,48978,2,48,1,1,0,1,0,10,0,0,1,1,1,2,0,0,0,50000,0,2.0,9008.9
CLM002320,44639,3,42,2,0,0,2,0,25,2,0,4,0,1,0,0,1,0,100000,0,1.0,12297.7
CLM002323,7552,2,69,2,0,0,4,0,19,1,1,1,0,0,1,0,1,0,50000,0,3.0,73988.2
CLM002325,23986,1,72,0,1,0,0,0,15,2,0,4,1,3,1,0,0,0,50000,0,2.0,33126.4
CLM002329,9136,3,34,1,1,0,3,0,7,0,0,3,0,1,0,0,1,0,50000,0,3.0,68632.3
CLM002330,6941,3,70,2,1,0,3,0,10,0,1,3,1,3,0,0,2,0,25000,0,2.0,103820.7
CLM002335,42868,3,25,1,0,0,3,0,16,2,0,3,1,4,2,0,2,0,100000,0,3.0,123560.7
CLM002339,14173,2,46,1,0,0,1,0,6,0,1,4,1,1,1,0,1,0,50000,0,,11893.6
CLM002340,11630,2,53,2,1,0,0,0,4,2,0,1,1,4,1,0,2,0,50000,0,2.0,24975.5
CLM002344,34568,3,22,0,1,0,1,0,24,1,0,2,0,4,1,0,2,0,50000,0,2.0,12068.8
CLM002348,37884,0,69,2,0,0,0,0,25,2,0,4,0,4,1,0,2,0,50000,0,3.0,84176.3
CLM002350,11117,1,36,0,1,0,3,0,10,0,0,2,1,3,1,0,1,0,25000,0,2.0,91185.2
CLM002351,39020,0,29,1,1,0,2,0,6,0,1,4,1,1,0,0,1,0,100000,0,,75664.0
CLM002357,45605,2,60,1,1,0,3,0,8,0,0,2,1,2,2,0,0,0,50000,0,2.0,27150.7
CLM002358,40075,0,24,1,1,0,1,0,24,1,1,1,0,0,2,0,1,0,100000,0,1.0,15233.7
CLM002359,36951,2,34,2,1,0,2,0,16,2,0,1,1,0,2,0,1,0,50000,0,3.0,29143.6
CLM002360,7727,1,76,2,1,0,1,0,17,1,0,3,0,0,1,0,3,0,25000,0,1.0,2962.4
CLM002361,32410,3,20,0,0,0,4,0,24,2,0,2,0,2,1,0,0,0,50000,0,2.0,93105.1
CLM002368,42922,3,67,0,0,0,3,0,10,2,0,2,0,2,0,0,1,0,100000,0,2.0,215209.0
CLM002369,26660,0,67,2,1,0,0,0,22,0,1,3,1,0,0,0,1,0,100000,0,1.0,36956.7
CLM002370,18133,0,71,1,1,0,1,0,9,0,0,2,1,2,2,0,2,0,100000,0,1.0,11731.8
CLM002371,29844,2,59,2,0,0,0,0,19,0,1,2,0,0,0,0,0,0,100000,0,1.0,108584.7
CLM002372,17514,2,22,1,0,0,2,0,10,1,0,3,0,0,2,0,3,0,100000,0,3.0,23526.0
CLM002375,42121,2,72,1,0,0,1,0,14,1,1,2,1,4,0,0,1,0,100000,0,2.0,28867.2
CLM002379,27542,3,71,2,0,0,4,0,3,1,0,4,1,3,0,0,2,0,50000,0,,11030.9
CLM002380,34255,0,64,0,1,0,2,0,27,2,0,2,0,1,1,0,1,0,25000,0,3.0,163614.5
CLM002381,40890,2,38,0,1,0,0,0,20,0,0,4,0,2,0,0,3,0,100000,0,1.0,19063.5
CLM002382,24211,0,37,1,1,0,4,0,24,2,0,3,1,3,1,0,1,0,50000,0,2.0,24572.4
CLM002389,34037,2,34,0,1,0,2,0,9,1,0,3,0,4,1,0,0,0,50000,0,1.0,11238.6
CLM002395,23664,1,77,2,1,0,4,0,4,0,0,4,0,3,0,0,3,0,25000,0,1.0,2871.2
CLM002397,32996,1,23,0,1,0,1,0,21,0,0,2,0,1,1,0,1,0,100000,0,3.0,17584.5
CLM002398,44811,2,62,0,1,0,2,0,16,2,1,4,1,0,2,0,3,0,50000,0,,35326.1
CLM002400,38967,0,23,1,0,0,0,0,13,2,0,3,0,0,0,0,3,0,50000,0,,33550.6
CLM002402,34393,3,71,2,1,0,3,0,16,1,0,4,1,4,2,0,2,0,25000,0,1.0,13315.6
CLM002403,11293,1,22,0,1,0,4,0,26,0,0,3,1,0,1,0,1,0,100000,0,3.0,97973.3
CLM002406,40032,3,30,1,0,0,4,0,21,0,1,4,0,2,2,0,1,0,50000,0,1.0,11796.5
CLM002409,47320,1,18,1,0,0,2,0,18,1,0,3,1,2,1,0,2,0,50000,0,2.0,34627.4
CLM002413,16956,2,24,2,1,0,1,0,6,0,1,1,0,3,1,0,2,0,100000,0,2.0,6235.6
CLM002417,2972,2,42,0,0,0,4,0,6,2,0,1,0,1,1,0,0,0,50000,0,1.0,47287.7
CLM002419,4213,0,57,0,1,0,3,0,22,2,0,3,1,2,1,0,0,0,50000,0,,47733.0
CLM002420,5551,0,34,1,1,0,2,0,25,0,0,2,1,1,0,0,0,0,100000,0,2.0,70217.2
CLM002423,36878,1,54,2,0,0,0,0,3,2,1,1,1,4,1,0,0,0,25000,0,3.0,533379.7
CLM002425,14984,1,73,0,0,0,0,0,5,0,1,3,1,1,1,0,1,0,100000,0,2.0,490077.2
CLM002426,35003,3,71,1,0,0,1,0,22,2,0,1,0,2,2,0,2,0,100000,0,,8889.2
CLM002428,41247,3,76,1,0,0,1,0,16,0,1,3,0,2,1,0,0,0,25000,0,1.0,7320.4
CLM002429,35696,0,41,0,1,0,4,0,25,1,0,1,0,4,0,0,0,0,100000,0,2.0,71612.9
CLM002430,45613,0,46,1,1,0,0,0,18,1,0,1,1,3,2,0,0,0,50000,0,3.0,71885.1
CLM002432,9033,1,76,1,1,0,0,0,25,0,1,3,1,3,0,0,0,0,100000,0,2.0,31017.3
CLM002437,47377,1,57,2,1,0,0,0,8,0,0,4,0,0,2,0,2,0,50000,0,2.0,8083.3
CLM002438,32507,3,62,1,1,0,2,0,8,1,0,2,0,1,1,0,1,0,25000,0,2.0,11068.7
CLM002440,45343,1,40,1,0,0,0,0,13,1,0,3,0,1,1,0,0,0,25000,0,1.0,12255.6
CLM002441,30637,2,48,0,1,0,1,0,29,0,1,1,1,4,0,0,2,0,100000,0,3.0,576806.7
CLM002453,3583,1,66,0,0,0,0,0,28,1,1,2,0,2,1,0,1,0,50000,0,2.0,162361.7
CLM002455,46979,3,76,0,1,0,4,0,20,0,0,4,0,3,2,0,0,0,100000,0,3.0,71029.3
CLM002458,40391,2,49,1,1,0,3,0,29,1,0,2,0,0,1,0,0,0,100000,0,,2124.1
CLM002463,7946,2,37,0,1,0,3,0,8,1,0,1,1,0,1,0,2,0,100000,0,,10298.4
CLM002466,29801,0,32,2,1,0,3,0,17,1,0,4,1,3,2,0,0,0,25000,0,1.0,25135.5
CLM002470,32876,1,39,1,1,0,0,0,14,2,0,4,1,3,0,0,3,0,50000,0,3.0,80325.6
CLM002472,33416,1,69,2,1,0,2,0,16,2,0,4,1,1,2,0,2,0,25000,0,3.0,33803.9
CLM002476,5395,1,40,1,0,0,3,0,14,0,0,1,0,3,2,0,3,0,25000,0,3.0,74169.4
CLM002477,11523,2,61,1,1,0,4,0,6,0,0,2,1,0,1,0,1,0,25000,0,2.0,6182.6
CLM002478,11199,1,62,0,1,0,1,0,20,1,0,1,0,1,2,0,1,0,100000,0,2.0,16106.8
CLM002481,16663,0,62,2,1,0,4,0,5,2,1,3,1,0,1,0,1,0,100000,0,2.0,42092.2
CLM002485,49992,0,20,2,1,0,1,0,13,2,0,4,1,0,0,0,1,0,50000,0,2.0,23156.9
CLM002486,36085,2,45,0,0,0,1,0,7,1,0,4,0,4,1,0,1,0,50000,0,2.0,74152.3
CLM002491,43185,2,68,1,0,0,2,0,26,0,0,4,0,1,0,0,1,0,25000,0,2.0,25376.0
CLM002496,18326,0,66,2,1,0,0,0,8,2,0,4,0,2,2,0,2,0,100000,0,1.0,25868.9
CLM002499,4937,1,26,0,1,0,1,0,4,0,1,2,1,2,0,0,1,0,25000,0,2.0,198450.5
CLM002503,32482,2,65,1,1,0,1,0,16,2,0,2,1,3,0,0,2,0,100000,0,2.0,25629.1
CLM002512,8825,0,29,1,1,0,4,0,8,1,1,1,1,0,1,0,0,0,100000,0,3.0,146065.7
CLM002515,30119,1,50,1,1,0,3,0,5,2,0,4,0,2,0,0,2,0,25000,0,3.0,40024.8
CLM002517,8764,1,64,1,1,0,4,0,21,1,0,1,1,1,0,0,0,0,50000,0,1.0,5444.4
CLM002518,13186,0,24,2,0,0,0,0,19,0,1,3,1,4,0,0,1,0,100000,0,3.0,346698.3
CLM002520,24726,3,66,0,0,0,1,0,2,0,1,1,0,0,0,0,0,0,25000,0,2.0,114017.0
CLM002527,6156,2,24,2,0,0,1,0,9,2,0,1,0,0,2,0,2,0,100000,0,1.0,15594.0
CLM002529,30484,1,47,0,1,0,3,0,2,1,0,2,1,4,1,0,3,0,25000,0,1.0,43980.1
CLM002533,26209,0,35,0,1,0,3,0,29,2,1,4,0,0,2,0,3,0,25000,0,1.0,67624.3
CLM002535,38185,2,78,1,1,0,0,0,16,0,0,4,0,4,2,0,2,0,100000,0,2.0,6912.0
CLM002538,49063,3,70,0,1,0,4,0,28,2,0,1,1,2,1,0,1,0,50000,0,2.0,80005.6
CLM002539,11638,0,43,2,1,0,4,0,27,0,0,2,0,2,0,0,1,0,50000,0,2.0,32825.8
CLM002541,23929,3,44,0,1,0,2,0,15,1,0,3,0,3,1,0,1,0,100000,0,2.0,17166.0
CLM002543,48744,1,41,2,0,0,1,0,2,0,0,2,0,2,0,0,3,0,100000,0,1.0,20996.0
CLM002551,40608,1,48,1,0,0,2,0,5,2,0,3,1,0,2,0,1,0,100000,0,2.0,31377.4
CLM002553,8467,1,44,0,1,0,4,0,20,2,0,1,0,2,1,0,2,0,50000,0,2.0,32824.8
CLM002558,9234,0,50,2,0,0,0,0,9,2,0,4,1,0,2,0,1,0,50000,0,3.0,35800.1
CLM002560,28679,3,43,0,1,0,2,0,13,2,0,1,1,0,0,0,3,0,50000,0,3.0,125752.8
CLM002562,13177,1,61,2,1,0,0,0,20,2,0,3,1,4,2,0,1,0,50000,0,1.0,11573.3
CLM002563,18768,0,60,0,1,0,3,0,13,0,1,1,1,4,2,0,3,0,25000,0,2.0,423413.1
CLM002564,12830,0,48,1,0,0,3,0,9,1,0,3,1,0,1,0,1,0,100000,0,3.0,293286.9
CLM002565,21233,1,70,1,0,0,0,0,21,2,0,3,0,0,1,0,2,0,100000,0,3.0,85127.2
CLM002574,39756,1,21,2,0,0,3,0,11,1,0,3,1,3,2,0,1,0,100000,0,1.0,16411.2
CLM002575,37118,3,25,0,0,0,3,0,26,1,1,1,0,2,0,0,3,0,100000,0,1.0,140551.9
CLM002579,25532,0,32,0,1,0,2,0,21,2,1,1,1,1,1,0,2,0,50000,0,2.0,472610.8
CLM002581,45436,3,26,1,0,0,2,0,8,0,0,2,0,2,2,0,0,0,50000,0,1.0,4179.2
CLM002584,29361,1,75,1,0,0,1,0,26,2,1,4,0,1,2,0,0,0,25000,0,2.0,9203.2
CLM002586,9574,2,26,2,0,0,0,0,9,2,1,4,0,1,2,0,3,0,100000,0,1.0,16216.2
CLM002589,23791,2,41,1,1,0,3,0,7,1,1,3,0,3,2,0,2,0,25000,0,2.0,22439.9
CLM002590,42068,3,79,0,1,0,2,0,16,1,1,2,1,4,2,0,3,0,50000,0,1.0,64417.3
CLM002591,32503,0,36,1,1,0,0,0,25,2,1,2,1,2,2,0,3,0,100000,0,1.0,85502.4
CLM002593,34906,2,60,2,1,0,3,0,16,0,1,4,0,0,1,0,1,0,25000,0,2.0,29728.2
CLM002594,23812,1,66,0,1,0,4,0,15,2,1,2,1,1,0,0,0,0,50000,0,2.0,110300.1
CLM002595,43608,3,27,0,0,0,1,0,14,0,1,4,1,1,2,0,1,0,50000,0,1.0,54179.4
CLM002597,34671,1,72,2,0,0,3,0,29,2,0,3,0,3,2,0,1,0,25000,0,2.0,34512.7
CLM002598,42279,0,45,0,0,0,1,0,3,1,0,1,0,0,2,0,2,0,100000,0,3.0,154009.0
CLM002601,33687,2,45,1,1,0,4,0,26,1,0,2,0,4,2,0,1,0,100000,0,1.0,2315.5
CLM002602,12911,0,76,0,1,0,2,0,7,1,0,2,1,1,0,0,2,0,100000,0,1.0,79524.6
CLM002608,34035,0,20,0,0,0,1,0,29,0,1,4,1,2,2,0,1,0,25000,0,2.0,594136.4
CLM002612,27215,0,38,2,1,0,1,0,15,0,0,1,1,4,1,0,0,0,100000,0,2.0,48725.1
CLM002613,28105,0,54,0,0,0,0,0,5,1,0,2,1,3,2,0,2,0,100000,0,,165753.3
CLM002618,11337,3,27,1,1,0,3,0,6,2,1,1,0,1,0,0,0,0,50000,0,1.0,22550.3
CLM002619,4216,1,73,2,1,0,4,0,4,0,1,1,1,1,2,0,2,0,25000,0,1.0,12186.1
CLM002620,4981,2,26,0,1,0,0,0,12,1,1,3,1,2,2,0,2,0,25000,0,1.0,70911.8
CLM002621,24782,2,61,1,1,0,1,0,24,1,0,2,0,0,0,0,3,0,100000,0,2.0,17775.6
CLM002623,38105,3,22,2,1,0,1,0,24,1,0,2,0,2,2,0,2,0,50000,0,3.0,29151.6
CLM002629,6042,3,25,2,0,0,2,0,26,2,0,2,1,2,1,0,1,0,25000,0,1.0,18200.2
CLM002630,25976,2,39,0,0,0,2,0,21,1,0,3,1,1,2,0,2,0,50000,0,1.0,46532.2
CLM002631,31284,0,69,0,0,0,3,0,20,0,0,4,0,3,2,0,0,0,50000,0,2.0,102676.4
CLM002634,48096,3,29,1,0,0,0,0,23,2,1,3,1,0,2,0,0,0,50000,0,,16728.1
CLM002636,35653,2,27,2,0,0,4,0,2,1,1,4,0,2,2,0,3,0,100000,0,2.0,14176.5
CLM002638,1171,0,27,1,1,0,4,0,29,2,0,1,1,4,2,0,2,0,100000,0,2.0,39282.3
CLM002639,663,1,26,0,0,0,3,0,6,1,0,4,0,4,0,0,2,0,50000,0,2.0,146851.9
CLM002641,44502,0,43,2,1,0,1,0,8,1,1,4,0,0,2,0,3,0,25000,0,1.0,33478.5
CLM002642,5295,1,52,2,1,0,0,0,11,1,0,4,0,4,1,0,0,0,50000,0,1.0,11681.9
CLM002643,11134,3,44,1,0,0,4,0,19,0,0,4,0,4,2,0,1,0,100000,0,1.0,14588.5
CLM002645,22920,3,48,1,1,0,3,0,20,2,0,3,0,3,1,0,3,0,100000,0,3.0,28829.5
CLM002646,29800,1,36,0,1,0,0,0,20,1,1,1,1,4,0,0,0,0,25000,0,2.0,278556.0
CLM002648,11249,2,55,1,0,0,4,0,23,2,0,4,1,3,2,0,3,0,50000,0,2.0,36106.2
CLM002651,37987,2,46,0,1,0,3,0,23,0,1,2,0,2,0,0,1,0,25000,0,2.0,66352.9
CLM002652,28911,1,64,0,1,0,3,0,4,0,0,4,0,0,2,0,1,0,50000,0,3.0,116733.6
CLM002655,7894,3,22,2,0,0,4,0,5,1,0,4,1,1,1,0,0,0,25000,0,2.0,27936.5
CLM002663,33284,0,63,2,1,0,2,0,10,0,0,3,0,1,1,0,0,0,50000,0,1.0,15332.4
CLM002666,25500,0,37,1,1,0,0,0,4,2,0,2,0,0,2,0,1,0,100000,0,1.0,16584.0
CLM002670,42580,3,41,2,1,0,1,0,1,1,0,1,0,2,1,0,1,0,100000,0,1.0,2484.7
CLM002672,25317,1,42,0,1,0,3,0,1,1,1,3,0,1,1,0,2,0,100000,0,2.0,57005.5
